codigo_apa,descricao,data_inici,latitude,longitude,morada,codigo_pos,localidade,geometry
ERP1882,EEE - ALDI - Telheiras,2024-05-01,38.769153,-9.166117,"Rua Frederico George, Nº 20",1600-414,Lisboa,POINT (-9.166116999999986 38.76915300000002)
ERP1899,EEE - ALDI - Alta de Lisboa,2024-05-01,38.787157,-9.14564,Rua Hermínio da Palma Inácio 29.02,1750-224,Lisboa,POINT (-9.145640000000014 38.78715699999998)
ERP2007,EEE - Continente - Colombo,2024-05-01,38.754858,-9.190067,"Avenida Lusíada, Centro Comercial Colombo",1500-392,Lisboa,POINT (-9.190066999999999 38.75485800000001)
ERP2010,EEE - Continente - Vasco da Gama,2024-05-01,38.767743,-9.096841,"Avenida D. João II, 1.05.02 - Centro Comercial Vasco da Gama",1990-094,Lisboa,POINT (-9.096840999999984 38.767742999999996)
ERP2033,EEE - Continente - Telheiras,2024-05-01,38.764078,-9.176199,"Avenida das Nações Unidas, 11 A",1600-530,Lisboa,POINT (-9.176198999999997 38.764077999999984)
ERP2127,EEE - Continente Bom dia - Alvalade,2024-05-01,38.755072,-9.142908,"Rua Acácio de Paiva, Nº 22",1700-006,Lisboa,POINT (-9.142907999999977 38.755071999999984)
ERP2141,EEE - Continente Bom dia - Barbosa du Bocage,2024-05-01,38.740559,-9.144613,"Avenida Barbosa du Bocage, Nº 113 a 117",1050-031,Lisboa,POINT (-9.144612999999993 38.74055900000002)
ERP2142,EEE - Continente Bom dia - Benfica,2024-05-01,38.750017,-9.206372,"Rua Olivério Serpa, Lote 1",1500-471,Lisboa,POINT (-9.206371999999988 38.750017000000014)
ERP2152,EEE - Continente Bom dia - Campo Grande,2024-05-01,38.754157,-9.153294,"Campo Grande, Nº 1 - A",1700-086,Lisboa,POINT (-9.153294000000017 38.75415700000002)
ERP2157,EEE - Continente Bom dia - Carlos Mardel,2024-05-01,38.733799,-9.1332,"Rua Carlos Mardel, 4",1900-122,Lisboa,POINT (-9.133199999999988 38.733798999999976)
ERP2345,EEE - Minisom - Avenida da Igreja,2024-05-01,38.753753,-9.141713,"Avenida da Igreja, 19 E/F",1700-231,Lisboa,POINT (-9.141712999999982 38.75375300000002)
ERP2346,EEE - Minisom - Rua Ferreira Borges,2024-05-01,38.717836,-9.163889,"Rua Ferreira Borges, 92 C",1350-134,Lisboa,POINT (-9.163888999999983 38.71783599999998)
ERP2348,EEE - Minisom - Praça de Londres,2024-05-01,38.741288,-9.137166,"Praça de Londres, 6 A",1000-191,Lisboa,POINT (-9.13716599999998 38.741288)
ERP2392,EEE - Minisom - Estrada de Benfica,2024-05-01,38.750666,-9.19928,"Estrada de Benfica, Lote 629 B",1500-087,Lisboa,POINT (-9.199279999999987 38.750666000000024)
ERP2483,EEE - My Auchan - Ferreira Borges,2024-05-01,38.71839,-9.164054,"Rua Ferreira Borges, Nº 125",1350-129,Lisboa,POINT (-9.164054000000021 38.71839)
ERP2497,EEE - Minisom - Lisboa Avenida 5 de Outubro,2024-05-01,38.741068,-9.148655,"Avenida 5 de Outubro, Nº 51",1050-148,Lisboa,POINT (-9.14865500000002 38.741067999999984)
ERP2567,EEE - Fnac Colombo,2024-05-01,38.750049,-9.180691,"Avenida Lusíada, Loja A - 103 - Centro Comercial Colombo",1500-392,Lisboa,POINT (-9.180691000000024 38.75004899999999)
ERP2568,EEE - Fnac Chiado,2024-05-01,38.711005,-9.139443,"Rua do Carmo, 2, Loja 407 - Armazéns do Chiado",1200-094,Lisboa,POINT (-9.139443000000028 38.711005)
ERP2580,EEE - Fnac Vasco da Gama,2024-05-01,38.77388,-9.097519,"Avenida D. João II, Lote 1.05.02 - Loja 2.060A - Centro Comercial Vasco da Gama",1990-094,Lisboa,POINT (-9.097518999999977 38.77388000000002)
ERP2583,EEE - Fnac Aeroporto,2024-05-01,38.752281,-9.133571,"Busgate Norte, Partidas Lado Ar, Loja 1.01",1700-008,Lisboa,POINT (-9.133571000000018 38.75228099999998)
ERP2584,EEE - Fnac Amoreiras,2024-05-01,38.723538,-9.164506,"Avenida Engenheiro Duarte Pacheco - Amoreiras Shopping Center, Loja 1148",1070-103,Lisboa,POINT (-9.164506000000017 38.72353800000002)
ERP2588,EEE - Fnac IST,2024-05-01,38.735321,-9.138433,"Avenida Rovisco Pais, Nº 1 - Instituto Superior Técnico de Lisboa, Espaço 0.15",1049-001,Lisboa,POINT (-9.13843300000002 38.735321)
ERP2589,EEE - Fnac Saldanha,2024-05-01,38.733608,-9.145306,"Praça Duque de Saldanha, Nº 1 - Atrium Saldanha, Loja 1",1050-094,Lisboa,POINT (-9.145306000000005 38.733608000000004)
ERP2599,EEE - PC Clinic Amoreiras,2024-05-01,38.723538,-9.164506,"Avenida Engenheiro Duarte Pacheco - Amoreiras Shopping Center, Loja 1037, Piso 1",1070-103,Lisboa,POINT (-9.164506000000017 38.72353800000002)
ERP2600,EEE - PC Clinic Colombo,2024-05-01,38.750049,-9.180691,"Avenida Lusíada, Loja 0.019 - Piso 0 - Centro Comercial Colombo",1500-392,Lisboa,POINT (-9.180691000000024 38.75004899999999)
ERP2793,EEE - My Auchan - Pedro Nunes,2024-05-01,38.732821,-9.147854,"Rua Pedro Nunes, Nº 27",1050-170,Lisboa,POINT (-9.147853999999995 38.732821)
ERP3071,EEE - Continente Bom dia - Defensores de Chaves,2024-05-01,38.73342,-9.143147,"Avenida Praia da Vitória e Avenida Defensores de Chaves, Nº 7 a 9 A",1000-245,Lisboa,POINT (-9.143146999999999 38.733420000000024)
ERP3072,EEE - Continente Bom dia - Duque de Loulé,2024-05-01,38.726889,-9.147025,"Avenida Duque de Loulé, 96",1050-092,Lisboa,POINT (-9.147024999999985 38.72688900000003)
ERP3084,EEE - Continente Bom Dia - General Roçadas,2024-05-01,38.729568,-9.12789,"Avenida General Roçadas, 169",1170-159,Lisboa,POINT (-9.12788999999998 38.72956799999997)
ERP3102,EEE - Continente Bom dia - Martim Moniz,2024-05-01,38.714962,-9.136806,"Edifício Hotel Mundial, Praça Martim Moniz 1",1100-198,Lisboa,POINT (-9.136805999999979 38.714962000000014)
ERP3130,EEE - Continente Bom dia - Restelo,2024-05-01,38.706362,-9.204387,"Rua Conselheiro Martins de Carvalho, Lote 1480",1400-069,Lisboa,POINT (-9.204386999999997 38.70636200000001)
ERP3135,EEE - Continente Bom dia - Almirante Barroso,2024-05-01,38.732762,-9.151905,"Avenida Almirante Barroso, 9 - 9 A - 9 B - São Sebastião da Pedreira",1000-012,Lisboa,POINT (-9.151905 38.73276199999998)
ERP3137,EEE - Continente Bom dia - Santa Quitéria,2024-05-01,38.71766,-9.156856,"Travessa de Santa Quitéria, 38",1250-212,Lisboa,POINT (-9.156856000000005 38.71766000000002)
ERP3272,EEE - Continente Modelo - Alto do Lumiar,2024-05-01,38.774965,-9.156138,"Avenida David Mourão Ferreira, 62",1750-314,Lisboa,POINT (-9.156137999999999 38.77496500000001)
ERP3279,EEE - Continente Modelo - Marechal Gomes da Costa,2024-05-01,38.756477,-9.105165,"Avenida Marechal Gomes da Costa, 33",1800-255,Lisboa,POINT (-9.105165 38.75647700000002)
ERP3376,EEE - Recheio - Intendente,2024-05-01,38.720041,-9.135478,"Rua da Palma, Nº 300 a 306",1100-395,Lisboa,POINT (-9.135477999999978 38.72004099999998)
ERP3391,EEE - Pingo Doce & Go - Estrada da Luz,2024-05-01,38.758656,-9.180385,Estrada da Luz,1600-165,Lisboa,POINT (-9.180385000000001 38.758655999999974)
ERP3392,EEE - Pingo Doce & Go - Restelo,2024-05-01,38.709184,-9.211885,"Avenida das Descobertas, 27",1400-015,Lisboa,POINT (-9.211884999999995 38.70918399999999)
ERP3393,EEE - Pingo Doce & Go - Parque das Nações,2024-05-01,38.775234,-9.096574,Avenida da Boa Esperança,1990-044,Lisboa,POINT (-9.096573999999976 38.77523400000001)
ERP3394,EEE - Pingo Doce & Go - Padre Cruz,2024-05-01,38.766512,-9.165205,Avenida Padre Cruz,1649-016,Lisboa,POINT (-9.165205000000014 38.76651199999998)
ERP3395,EEE - Pingo Doce & Go - Moscavide,2024-05-01,38.773554,-9.105307,"Praça José Queirós, B.P. Moscavide",1800-237,Lisboa,POINT (-9.105306999999982 38.77355399999999)
ERP3493,EEE - Alrossio Loja Martim Moniz,2024-05-01,38.716963,-9.120194,"Rua Arco Marquês do Alegrete, Loja Nº 2 A",1100-188,Lisboa,POINT (-9.120194000000026 38.71696300000002)
ERP3494,EEE - Alrossio Loja Campo Grande,2024-05-01,38.749541,-9.147557,"Estação do Metro do Campo Grande, Loja Nº 3",1700-000,Lisboa,POINT (-9.147557000000006 38.74954100000002)
ERP3495,EEE - Alrossio Loja Olaias,2024-05-01,38.740336,-9.124344,"Estação do Metro de Olaias, Loja 1",1900-221,Lisboa,POINT (-9.124344000000008 38.74033600000001)
ERP3496,EEE - Alrossio Armazém,2024-05-01,38.738445,-9.124534,"Rua Aquiles Machado, 5 A",1900-077,Lisboa,POINT (-9.124533999999983 38.73844500000001)
ERP3629,EEE - Zhiyong Wang,2024-05-01,38.74505,-9.200589,"Rua da Venezuela, Nº 49 A",1500-618,Lisboa,POINT (-9.20058899999998 38.74504999999999)
ERP6792,EEE - Junta de Freguesia de Santa Clara - Jardim de Infância da Ameixoeira,2024-05-01,38.782387,-9.159399,Largo do Ministro 1,1750-200,Lisboa,POINT (-9.159399000000008 38.78238700000003)
ERP6791,EEE - Junta de Freguesia do Lumiar - EB1 Nº31 do Lumiar,2024-05-01,38.767334,-9.158038,"Alameda das Linhas de Torres, 156",1750-149,Lisboa,POINT (-9.158037999999976 38.767334000000005)
ERP0469,EEE - Tiger Rua da Prata,2024-05-01,38.711494,-9.137159,"Rua da Prata, 181-187",1100-416,Lisboa,POINT (-9.137158999999997 38.711494000000016)
ERP4249,EEE - Staples - FCUL,2024-05-01,38.756092,-9.156966,016 Campo Grande FCUL,1749-016,Lisboa,POINT (-9.156966000000011 38.756092000000024)
ERP0485,EEE - Tiger Spacio,2024-05-01,38.761841,-9.115266,Rua Cidade de Bolama,1800-079,Lisboa,POINT (-9.11526600000002 38.761841000000004)
ERP2112,EEE - Continente Bom dia - Acquaroma,2024-05-01,38.749167,-9.141928,"Avenida de Roma, Nº 15 B",1000-261,Lisboa,POINT (-9.141928000000007 38.749167)
ERP6993,EEE - Minisom - 5 de Outubro,2024-05-01,38.73551,-9.147546,"Av. 5 de Outubro, nº 51",1050-048,Lisboa,POINT (-9.147545999999977 38.73550999999998)
ERP3857,EEE - Fnac Nature & Découvertes,2024-05-01,38.723538,-9.164506,"Amoreiras Shopping Center, Avenida Engenheiro Duarte Pacheco, Piso 1",1070-103,Lisboa,POINT (-9.164506000000017 38.72353800000002)
ERP0021,EEE - GMS - Store Amoreiras Shopping,2024-05-01,38.723875,-9.16447,"Amoreiras Shopping, Loja 1126",1070-103,Lisboa,POINT (-9.164469999999994 38.72387500000002)
ERP0266,EEE - Primark Colombo,2024-05-01,38.75434,-9.190443,"Centro Comercial Colombo, Avenida Lusíada",1500-392,Lisboa,POINT (-9.190443000000016 38.75434000000001)
ERP0335,EEE - Pingo Doce - Lisboa - Torres da Luz,2024-05-01,38.754759,-9.181437,"Rua José Maria Nicolau, Lote 11/12 C",1500-662,Lisboa,POINT (-9.181437000000017 38.75475899999998)
ERP0336,EEE - Pingo Doce - Lisboa - Grão Vasco,2024-05-01,38.749595,-9.203782,"Avenida Grão Vasco, Nº 56, 58",1500-339,Lisboa,POINT (-9.20378199999999 38.749595)
ERP0337,EEE - Pingo Doce - Lisboa - Parque das Nações Norte,2024-05-01,38.788294,-9.099705,"EmpreendVerde Parque, Lote 5.01.02 - Parque das Nações",1990-514,Lisboa,POINT (-9.099704999999972 38.78829400000001)
ERP0338,EEE - Pingo Doce - Lisboa - Galhardas,2024-05-01,38.753554,-9.165769,"Azinhaga das Galhardas, Lote 19",1600-213,Lisboa,POINT (-9.165769000000012 38.75355400000001)
ERP0342,EEE - Pingo Doce - Lisboa - Expo Sul,2024-05-01,38.758648,-9.097656,Avenida Fernando Pessoa,1990-108,Lisboa,POINT (-9.097655999999972 38.758647999999994)
ERP0347,EEE - Pingo Doce - Lisboa - Lumiar,2024-05-01,38.771838,-9.159696,"Rua Leopoldo Almeida, Lote 4",1750-138,Lisboa,POINT (-9.159695999999997 38.771838)
ERP0351,EEE - Pingo Doce - Lisboa - Chão Loureiro,2024-05-01,38.712139,-9.135322,Largo de Chão do Loureiro,1100-145,Lisboa,POINT (-9.135321999999974 38.71213899999998)
ERP0355,EEE - Pingo Doce - Lisboa - Campo Pequeno,2024-05-01,38.742746,-9.145072,"Centro de Lazer Campo Pequeno, Praça de Touros, Loja 201",1000-306,Lisboa,POINT (-9.145072000000027 38.74274600000001)
ERP0356,EEE - Pingo Doce - Lisboa - Alvalade,2024-05-01,38.753385,-9.145315,"Centro Comercial Alvalade, Praça Alvalade, Nº 6",1700-036,Lisboa,POINT (-9.145314999999982 38.75338499999998)
ERP0397,EEE - Pingo Doce - Lisboa - Estados Unidos da América,2024-05-01,38.749252,-9.146148,"Rua António Patricio, 13 F",1700-172,Lisboa,POINT (-9.146147999999982 38.74925200000001)
ERP0398,EEE - Pingo Doce - Lisboa - Largo do Rato,2024-05-01,38.721036,-9.15505,"Calçada Bento da Rocha Cabral, 16 A",1250-047,Lisboa,POINT (-9.155050000000017 38.721036000000026)
ERP0473,EEE - Tiger Saldanha,2024-05-01,38.732869,-9.145405,"Avenida Fontes Pereira de Melo, 51",1050-120,Lisboa,POINT (-9.145404999999982 38.732868999999994)
ERP0481,EEE - Tiger Chiado,2024-05-01,38.709925,-9.139562,Rua Nova do Almada,1200-290,Lisboa,POINT (-9.139562000000012 38.709925)
ERP0489,EEE - Tiger Gare do Oriente,2024-05-01,38.762196,-9.096027,"Avenida D. João II, Gare do Oriente",1990-223,Lisboa,POINT (-9.096026999999992 38.76219600000002)
ERP0495,EEE - Tiger Amoreiras,2024-05-01,38.723875,-9.16447,Avenida Engenheiro Duarte Pacheco,1070-103,Lisboa,POINT (-9.164469999999994 38.72387500000002)
ERP0513,EEE - Pingo Doce - Lisboa - Cais do Sodré,2024-05-01,38.705694,-9.144853,"Estação Cais do Sodré, Praça Duque da Terceira",1200-621,Lisboa,POINT (-9.144853000000012 38.705693999999994)
ERP0586,EEE - My Auchan - Pascoal de Melo,2024-05-01,38.731406,-9.138318,"Rua Pascoal de Melo, 47",1000-232,Lisboa,POINT (-9.138318000000027 38.73140599999999)
ERP0605,EEE - My Auchan - João XXI,2024-05-01,38.742176,-9.134604,"Avenida João XXI, 38",1000-297,Lisboa,POINT (-9.134604000000024 38.74217599999997)
ERP0606,EEE - My Auchan - Duque de Ávila,2024-05-01,38.735178,-9.149841,"UP LX Duque de Ávila - Avenida Duque d` Ávila, Nº 72 B",1050-083,Lisboa,POINT (-9.14984099999998 38.73517800000002)
ERP0659,EEE - My Auchan - Calçada Quintinha - Campolide,2024-05-01,38.72594,-9.168063,"Calçada da Quintinha, Nº 9",1070-221,Lisboa,POINT (-9.168063000000018 38.72593999999998)
ERP0662,EEE - My Auchan - Damasceno Monteiro - Graça,2024-05-01,38.720581,-9.131944,"Rua Damasceno Monteiro, Nº 113",1170-110,Lisboa,POINT (-9.131943999999976 38.72058099999998)
ERP0698,EEE - My Auchan - Penha de França,2024-05-01,38.725693,-9.129939,"Rua Penha de França, Nº 118",1170-307,Lisboa,POINT (-9.129938999999979 38.72569299999998)
ERP0700,EEE - My Auchan - Major Neutel Abreu - Benfica,2024-05-01,38.747335,-9.180117,"Rua Major Neutel de Abreu, nº 8 e nº 9",1500-409,Lisboa,POINT (-9.180116999999996 38.74733500000002)
ERP0701,EEE - My Auchan - Almirante Reis 64,2024-05-01,38.727201,-9.134743,"Avenida Almirante Reis, Nº 64",1150-020,Lisboa,POINT (-9.134743000000014 38.72720099999998)
ERP0773,EEE - My Auchan - Avenida da República,2024-05-01,38.740753,-9.146657,"Avenida da República, 59",1050-189,Lisboa,POINT (-9.146657000000005 38.740752999999984)
ERP0810,EEE - My Auchan - Luis Pastor Macedo - Lumiar,2024-05-01,38.767764,-9.157218,"Rua Luís Pastor de Macedo, Nº 5-B",1750-155,Lisboa,POINT (-9.157218 38.767764)
ERP0811,EEE - My Auchan - Columbano Bordalo Pinheiro,2024-05-01,38.738516,-9.1632,"Avenida Columbano Bordalo Pinheiro, Nº 89 A",1070-062,Lisboa,POINT (-9.163200000000018 38.738516000000004)
ERP0837,EEE - My Auchan - Estrada de Benfica 418,2024-05-01,38.747051,-9.188087,"Estrada de Benfica, 418 D",1500-101,Lisboa,POINT (-9.188086999999996 38.747051)
ERP0840,EEE - My Auchan - Adelaide Cabete - Carnide,2024-05-01,38.757612,-9.186285,"Rua Adelaide Cabete, Nº 10",1500-024,Lisboa,POINT (-9.186284999999998 38.757611999999995)
ERP0967,EEE - My Auchan - Oscar Monteiro Torres,2024-05-01,38.743062,-9.141965,"Avenida Óscar Monteiro Torres, 57",1000-217,Lisboa,POINT (-9.141965000000027 38.74306200000001)
ERP0978,EEE - My Auchan - José Ricardo,2024-05-01,38.734407,-9.131902,"Rua José Ricardo, Nº 26 A",1900-286,Lisboa,POINT (-9.131902000000025 38.734406999999976)
ERP1082,EEE - Decathlon - Lisboa Centro,2024-05-01,38.732039,-9.152101,"Avenida António Augusto de Aguiar, Nº 29 - H",1050-251,Lisboa,POINT (-9.152101000000016 38.732038999999986)
ERP1084,EEE - Decathlon - Lisboa Oriente,2024-05-01,38.758925,-9.113643,"Avenida Marechal Gomes da Costa, 7",1800-254,Lisboa,POINT (-9.113643000000025 38.75892499999998)
ERP1114,EEE - Worten - Amoreiras Plaza,2024-05-01,38.722993,-9.160684,"Rua Maria Ulrich, Nº 1 - Edifício Amoreiras Plaza",1070-169,Lisboa,POINT (-9.160684000000003 38.722992999999974)
ERP1145,EEE - Worten Mobile Estação Cais do Sodré,2024-05-01,38.705974,-9.144244,Praça Duque Terceira L8 - Estação Cais do Sodré,1200-161,Lisboa,POINT (-9.144244000000015 38.705974000000026)
ERP1233,EEE - My Auchan - Rua da Beneficiência,2024-05-01,38.743557,-9.157397,"Rua da Beneficiência, Nº 119",1600-018,Lisboa,POINT (-9.157397000000003 38.74355700000001)
ERP1240,EEE - Minipreço - Benfica,2024-05-01,38.744884,-9.179909,"Estrada de Benfica, 350",1500-098,Lisboa,POINT (-9.17990900000001 38.74488400000001)
ERP1260,EEE - My Auchan - Almirante Reis 203,2024-05-01,38.736152,-9.134187,"Avenida Almirante Reis, 203",1000-048,Lisboa,POINT (-9.134186999999997 38.736152000000004)
ERP1266,EEE - Minipreço - Lapa,2024-05-01,38.71083,-9.163035,"Rua de Sant`Ana à Lapa, Nº 150 - A/B",1200-800,Lisboa,POINT (-9.16303499999998 38.71082999999999)
ERP1303,EEE - Minipreço - Luciano Cordeiro,2024-05-01,38.725509,-9.14453,"Rua Luciano Cordeiro, Nº 34",1150-248,Lisboa,POINT (-9.144529999999975 38.72550899999999)
ERP1309,EEE - Minipreço - Graça,2024-05-01,38.71708,-9.130234,"Largo da Graça, Nº 101/102",1170-165,Lisboa,POINT (-9.130233999999973 38.71708000000001)
ERP1325,EEE - Minipreço - São Bento,2024-05-01,38.710628,-9.152743,"Rua de São Bento, 11",1200-815,Lisboa,POINT (-9.152742999999987 38.710627999999986)
ERP1327,EEE - Minipreço - General Roçadas,2024-05-01,38.729558,-9.127873,"Avenida General Roçadas, 62 B",1170-164,Lisboa,POINT (-9.127873000000022 38.729558)
ERP1332,EEE - Minipreço - Guerra Junqueiro,2024-05-01,38.738363,-9.134686,"Avenida Guerra Junqueiro, 8 A",1000-167,Lisboa,POINT (-9.134685999999988 38.73836299999999)
ERP1338,EEE - Minipreço - Duque de Loulé,2024-05-01,38.727004,-9.146242,"Avenida Duque de Loulé, 77",1050-088,Lisboa,POINT (-9.146241999999972 38.72700400000002)
ERP1340,EEE - Minipreço - Campo de Ourique I (Rua Saraiva de Carvalho),2024-05-01,38.715413,-9.164518,"Rua Saraiva de Carvalho, 254",1350-302,Lisboa,POINT (-9.164517999999987 38.71541300000001)
ERP1363,EEE - Minipreço - São Paulo,2024-05-01,38.707945,-9.144256,"Rua de São Paulo, 80",1200-429,Lisboa,POINT (-9.144255999999984 38.707944999999995)
ERP1365,EEE - Minipreço - Calvário,2024-05-01,38.704989,-9.177465,"Largo do Calvário, 29",1300-114,Lisboa,POINT (-9.177464999999984 38.70498900000001)
ERP1370,EEE - Minipreço - Boa Hora,2024-05-01,38.703517,-9.197094,"Travessa da Boa Hora à Ajuda, 39",1300 -102,Lisboa,POINT (-9.197093999999993 38.70351699999998)
ERP1378,EEE - Minipreço - Calhariz,2024-05-01,38.710752,-9.14562,"Largo do Calhariz, 10",1200-086,Lisboa,POINT (-9.145620000000008 38.710752000000014)
ERP1381,EEE - Minipreço - Forno do Tijolo,2024-05-01,38.726143,-9.133876,"Rua Forno do Tijolo, 75",1170-134,Lisboa,POINT (-9.133875999999987 38.72614299999998)
ERP1382,EEE - Minipreço - Areeiro,2024-05-01,38.743145,-9.133876,"Avenida Padre Manuel da Nóbrega, 5",1000-222,Lisboa,POINT (-9.133875999999987 38.74314500000003)
ERP1395,EEE - Minipreço - Morais Soares,2024-05-01,38.732456,-9.128786,"Rua Morais Soares, 58",1900-348,Lisboa,POINT (-9.128785999999991 38.73245600000001)
ERP1397,EEE - Minipreço - Palma,2024-05-01,38.719409,-9.134931,"Rua da Palma, 274/6",1100-394,Lisboa,POINT (-9.134930999999995 38.719408999999985)
ERP1401,EEE - Minipreço - Barata Salgueiro,2024-05-01,38.72273,-9.146066,"Rua Barata Salgueiro, 4",1150-058,Lisboa,POINT (-9.146066000000019 38.72273000000001)
ERP1429,EEE - Minipreço - Boavista,2024-05-01,38.733172,-9.205473,"Rua Rainha Dona Brites, 6",1500-534,Lisboa,POINT (-9.205472999999984 38.733172000000025)
ERP1480,EEE - Minipreço - Correeiros,2024-05-01,38.710698,-9.1373,"Rua dos Correeiros, Nº 61 A a 61 C",1100-162,Lisboa,POINT (-9.137299999999982 38.71069799999998)
ERP1551,EEE - Minipreço Mais Perto - Olaias,2024-05-01,38.738137,-9.124798,"Rua Aquiles Machado, 8",1900-077,Lisboa,POINT (-9.124797999999998 38.738136999999995)
ERP1562,EEE - Minipreço - Lumiar,2024-05-01,38.772903,-9.161633,"Alameda das Linhas de Torres, Nº 257",1750-145,Lisboa,POINT (-9.161632999999995 38.772902999999985)
ERP1577,EEE - Minipreço - Príncipe Real,2024-05-01,38.715108,-9.151134,"Praça das Flores, 1",1200-192,Lisboa,POINT (-9.151134000000013 38.71510799999999)
ERP1586,EEE - Minipreço - Benfica V (Rua Jorge Barradas),2024-05-01,38.756334,-9.20334,"Rua Jorge Barradas, 212",1500-372,Lisboa,POINT (-9.203340000000026 38.75633399999998)
ERP1588,EEE - Minipreço - Lisboa (Rua Alexandre Herculano),2024-05-01,38.721267,-9.151953,"Rua Alexandre Herculano, 43",1250-010,Lisboa,POINT (-9.151952999999992 38.72126700000001)
ERP1602,EEE - Minipreço - Campolide,2024-05-01,38.72905,-9.162342,"Rua de Campolide, Nº 108",1070-037,Lisboa,POINT (-9.162342000000024 38.72904999999997)
ERP1616,EEE - Minipreço - Sacadura Cabral,2024-05-01,38.744567,-9.14145,"Avenida Sacadura Cabral, Nº 22 B",1000-271,Lisboa,POINT (-9.14145000000002 38.74456700000002)
ERP1619,EEE - Minipreço - Estrada da Luz,2024-05-01,38.755581,-9.176613,"Estrada da Luz, 173 A/E",1600-154,Lisboa,POINT (-9.176612999999975 38.75558100000001)
ERP1632,EEE - Minipreço - Olivais,2024-05-01,38.764245,-9.118718,"Praça Cidade de Salazar, Lote 173",1800-125,Lisboa,POINT (-9.118718000000001 38.76424500000002)
ERP1635,EEE - Minipreço - Telheiras,2024-05-01,38.76145,-9.178864,"Rua Aristides Sousa Mendes, Nº 4 A a 4 F",1600-413,Lisboa,POINT (-9.178863999999976 38.761450000000025)
ERP1636,EEE - Minipreço - Expo,2024-05-01,38.778,-9.09225,"Alameda dos Oceanos, Lote 4, 48, 01",1990-212,Lisboa,POINT (-9.092249999999979 38.77800000000002)
ERP1637,EEE - Minipreço - Benfica II (Avenida Gomes Pereira),2024-05-01,38.745156,-9.197953,"Avenida Gomes Pereira, 93 A",1500-328,Lisboa,POINT (-9.197952999999984 38.74515600000001)
ERP1638,EEE - Minipreço - Benfica I (Estrada de Benfica),2024-05-01,38.747128,-9.186861,"Estrada de Benfica, 402",1500-101,Lisboa,POINT (-9.186861000000022 38.747127999999975)
ERP1641,EEE - Minipreço - Alcântara,2024-05-01,38.704806,-9.181275,"Rua dos Lusíadas, 59",1300-366,Lisboa,POINT (-9.181275000000028 38.70480600000002)
ERP1644,EEE - Minipreço - Praça do Chile,2024-05-01,38.735314,-9.133233,"Rua Carlos Mardel, 49 A",1900-117,Lisboa,POINT (-9.133233000000018 38.73531400000002)
ERP1645,EEE - Minipreço - Chelas I (Rua Keil do Amaral),2024-05-01,38.759372,-9.124575,"Rua Keil do Amaral, Bairro dos Lóios, Lote 225 - Loja 16",1950-168,Lisboa,POINT (-9.124574999999993 38.759371999999985)
ERP1646,EEE - Minipreço - Lisboa (Avenida Afonso III),2024-05-01,38.72625,-9.118736,"Avenida Afonso III, 72",1900-048,Lisboa,POINT (-9.118736000000013 38.72624999999999)
ERP1650,EEE - Minipreço - Lisboa (Avenida Elias Garcia),2024-05-01,38.739219,-9.147383,"Avenida Elias Garcia, 78",1050-100,Lisboa,POINT (-9.14738299999999 38.73921899999999)
ERP1660,EEE - Minipreço - Lisboa (Avenida do Brasil),2024-05-01,38.759225,-9.137511,"Avenida do Brasil, 194 A",1700-078,Lisboa,POINT (-9.137511000000018 38.759225000000015)
ERP1662,EEE - Minipreço - Jardim Constantino,2024-05-01,38.730922,-9.137736,"Rua José Estevão, 129 A",1150-201,Lisboa,POINT (-9.137736000000018 38.73092200000002)
ERP1668,EEE - Minipreço - Lumiar II (Rua Alexandre Ferreira),2024-05-01,38.776406,-9.162969,"Rua Alexandre Ferreira, Lote 1",1750-010,Lisboa,POINT (-9.162968999999975 38.77640600000001)
ERP1670,EEE - Minipreço - Sapadores,2024-05-01,38.7218,-9.129506,"Rua da Penha de França, 19",1170-299,Lisboa,POINT (-9.129505999999992 38.72179999999997)
ERP1673,EEE - Minipreço - Filipa de Vilhena,2024-05-01,38.738325,-9.142175,"Rua D. Filipa de Vilhena, 30 B",1000-137,Lisboa,POINT (-9.142175000000009 38.738324999999975)
ERP1679,EEE - Minipreço - Chelas II (Rua Engenheiro Ferreira Dias),2024-05-01,38.752272,-9.114592,"Rua Engenheiro Ferreira Dias, Lote 106 - Loja A",1900-117,Lisboa,POINT (-9.114592000000016 38.752272000000005)
ERP1686,EEE - Minipreço - Francisco Metrass,2024-05-01,38.717664,-9.166533,"Rua Francisco Metrass, Nº 71",1350-140,Lisboa,POINT (-9.166533000000015 38.71766400000001)
ERP1687,EEE - Minipreço - Restelo,2024-05-01,38.702278,-9.206056,"Rua das Pedreiras Nº 20 Loja 1, Piso 1, Bloco 2",1400-007,Lisboa,POINT (-9.20605599999999 38.70227799999998)
ERP1691,EEE - Minipreço - Olivais II (Rua Alferes Barrilaro Ruas),2024-05-01,38.775381,-9.112839,"Rua Alferes Barrilaro Ruas, 7 a 7 F",1800-006,Lisboa,POINT (-9.112839000000008 38.77538099999998)
ERP1699,EEE - Minipreço - Bívar,2024-05-01,38.734433,-9.1496,"Avenida Luís Bívar, Nº 87 A",1050-143,Lisboa,POINT (-9.14960000000002 38.734433000000024)
ERP1707,EEE - Minipreço - Marvila,2024-05-01,38.743603,-9.11305,"Rua Ovar, 3 D - Bairro do condado",1950-213,Lisboa,POINT (-9.113049999999987 38.74360300000001)
