codigo_apa,descricao,data_inici,latitude,longitude,morada,codigo_pos,localidade,geometry
L185733,Ricoh - IAPMEI,2023-10-18,38.77295,-9.178434,Estd. do Paço do Lumiar Campus do Lumiar,1649-038,Lisboa,POINT (-9.178433999999982 38.77294999999998)
L185743,Termomaster (Edf Sede Alves Ribeiro),2023-10-18,38.747169,-9.151238,Rua Sanches Coelho nº 3F,1649-029,Lisboa,POINT (-9.151237999999978 38.747168999999985)
L185755,"Canon - Novobanco - 01319 - NBC/DCH-POOL SEC 3 SEDE (Avenida da Liberdade, 195-8º Piso) LISBOA",2023-10-18,38.72196,-9.15042,"Avenida da Liberdade, 195-8º Piso",1250-142,Lisboa,POINT (-9.150419999999997 38.721960000000024)
L185756,Canon - Novobanco - Armazém (Rua Barata Salgueiro nº 29 ) Lisboa,2023-10-18,38.72129,-9.15068,Rua Barata Salgueiro nº 29,1250-141,Lisboa,POINT (-9.150680000000023 38.72129000000001)
L185774,"Power Hour, Lda",2023-10-18,38.7104,-9.16516,Av. infante Santo nº70 G,1350-180,Lisboa,POINT (-9.165160000000014 38.71039999999999)
L185783,Canon - AICEP - Agência para o Investimento e Comércio Externo de Portugal EPE,2023-10-18,38.74539,-9.14814,R de Entrecampos 28 Bloco B 10º piso,1700-158,Lisboa,POINT (-9.148140000000012 38.745389999999986)
L185787,"Toinovate Consulting, LDA",2023-10-18,38.74807,-9.13434,"Rua dos Lagares D'el Rei n.º 19D, 1.Frente",1700-268,Lisboa,POINT (-9.134340000000009 38.748069999999984)
L185793,PLM Facility Management ( Lisboa ),2023-10-18,38.72789,-9.14706,"Largo das Palmeiras, Nº9  1050-168 Lisboa",1050-168,Lisboa,POINT (-9.14706000000001 38.72789)
L187400,SCML – Imóvel pertencente ao Centro de São José – Unidade de Acompanhamento Terapêutico,2023-11-15,38.731571,-9.130293,Rua Jacinto Nunes nº 24 r/c,1170-189,Lisboa,POINT (-9.130292999999995 38.731570999999974)
L187406,Canon - Santogal - Dep. Informático,2023-11-15,38.7548623,-9.1102338,"Rua Dr. José Espírito Santo, Lote 11-E",1950-096,Lisboa,POINT (-9.110233800000003 38.75486230000001)
L187433,Canon - Metropolitano de Lisboa - DCH- Direção de Capital Humano (Edifício Administrativo Metro),2023-11-15,38.7616138,-9.1957796,Estrada da Pontinha,1600-582,Lisboa,POINT (-9.19577959999998 38.76161380000002)
L187453,Faculdade de Ciências da Universidade de Lisboa,2023-11-15,38.7572,-9.1567,Campo Grande,1749-016,Lisboa,POINT (-9.1567 38.75720000000001)
L187478,Canon - GNR - Centro de Intendência e Reabastecimento Lisboa,2023-11-15,38.7932712,-9.1561206,"Rua do Grafanil, 51",1750-121,Lisboa,POINT (-9.156120600000008 38.79327119999999)
L187493,VALORSUL - Lisboa Triagem Ecocentros,2023-11-15,38.777341,-9.174697,"Estrada Militar, Lumiar",1600-516,Lisboa,POINT (-9.17469699999998 38.77734099999998)
L187497,Cepsa - Propel - LISBOA - CHELAS,2023-11-15,38.754999,-9.118781,Av. Do Santo Condestável - Bairro Dos Loios,1950-392,Lisboa,POINT (-9.118781000000013 38.754999)
L187498,Cepsa - Propel - LISBOA - ESTÁDIO UNIVERSITÁRIO,2023-11-15,38.751198,-9.165143,Cruz. Av.Egas Moniz c/Av.Combatentes (Lg Fonsecas),1600-100,Lisboa,POINT (-9.165143 38.75119799999999)
L187540,Cepsa - Propel - LISBOA - BENFICA,2023-11-15,38.7491419,-9.2072251,Rua Da Casquilha - Benfica,1500-152,Lisboa,POINT (-9.207225100000016 38.749141899999984)
L187552,AXA Partners,2023-11-15,38.7183782,-9.143212,"Av. da Liberdade, 38 7º",1269-069,Lisboa,POINT (-9.143212000000005 38.71837820000002)
L187570,Cepsa - Propel - PORTELA - MOSCAVIDE,2023-11-15,38.781837,-9.118285,Avenida dos Ralis / Travessa da Bica,2685-252,Lisboa,POINT (-9.118285000000014 38.781836999999996)
L187650,Electrão - Mini Mercado e Frutaria,2023-11-15,38.7476591,-9.1043389,"Rua Vale Formoso de Cima, 83A",1950-420,Lisboa,POINT (-9.104338900000016 38.74765910000002)
L187672,CALPESO DANGI MAUGI,2023-11-16,38.7113018,-9.1290248,rua de são miguel 30 rc,1100-545,Lisboa,POINT (-9.129024800000025 38.7113018)
L187721,Garrafeira Nacional,2023-11-16,38.7126979,-9.137274,Rua de Santa Justa nº. 24 - 1º.,1100-485,Lisboa,POINT (-9.13727399999999 38.71269790000002)
L187779,Centro Hospitalar Psiquiátrico de Lisboa,2023-11-16,38.7584359,-9.146602,Av. do Brasil 53,1749-002,Lisboa,POINT (-9.146601999999973 38.758435899999995)
L187810,Mota - Engil ( Tuneis de Drenagem de Lisboa),2023-11-17,38.734285,-9.16659,Rua de Campolide Quinta do Zé Pinto,1070-040,Lisboa,POINT (-9.166589999999985 38.734285)
L187813,Canon - DGAJ - Juízo Central Criminal de Lisboa - INSTª CRIMINAL 1ªSEC CRIM MP,2023-11-17,38.7727909,-9.0993955,"Av. D. João II, nº 1.08.01 - Edifício A",1990-097,Lisboa,POINT (-9.099395500000014 38.77279090000002)
L187863,Unidade Infinita Projectos lda,2023-11-17,38.7026923,-9.170524,Rua da Cintura do Porto de Lisboa,1350-352,Lisboa,POINT (-9.170524 38.702692300000024)
L187879,EElec - ES Eça de Queirós,2023-11-17,38.7636751,-9.1108951,R. Cidade Benguela,1800-071,Lisboa,POINT (-9.110895099999993 38.7636751)
L187880,EElec - EB Vasco da Gama,2023-11-17,38.778446,-9.0935727,"Rua Ilha dos Amores, Parque das Nações",1990-112,Lisboa,POINT (-9.093572699999982 38.778445999999974)
L187932,Canon - Renault Chelas - Colisão,2023-11-20,38.7548623,-9.1102338,Rua Dr.José Espirito Santo Lote 11-E,1950-096,Lisboa,POINT (-9.110233800000003 38.75486230000001)
L188023,Canon - GNR - Unidade de Acção Fiscal,2023-11-21,38.70248,-9.16498,"Cais da Rocha Conde Óbidos, Edifício Boavista",1399-058,Lisboa,POINT (-9.164980000000014 38.70247999999998)
L188030,"Multimac - Gouveia Pereira, Costa Freitas e Associados",2023-11-21,38.7214055,-9.1617749,"Rua Carlos Alberto da Mota Pinto, 17 – 3º B",1070-313,Lisboa,POINT (-9.161774900000012 38.7214055)
L188032,TLC Marketing Worldwide,2023-11-21,38.77072,-9.096912,"Av. D. João II, Edif. D. João II n46 6A",1990-095,Lisboa,POINT (-9.096911999999975 38.77071999999998)
L188133,"Viatris (Mylan, Lda)",2023-11-21,38.76944,-9.09732,"Av. Dom João II, 44 C 6 Piso Viatris",1990-095,Lisboa,POINT (-9.097320000000025 38.769439999999975)
L188137,NIPA - Rua Castilho,2023-11-21,38.72259,-9.151033,"RUA CASTILHO, 32 2º",1250-070,Lisboa,POINT (-9.151032999999984 38.722590000000025)
L188172,Clube de Rugby do Técnico,2023-11-22,38.74101,-9.123463,"Av. Eng. Arantes e Oliveira 8,",1900-222,Lisboa,POINT (-9.123463000000015 38.74101000000002)
L188173,FCC Construcción S.A ( Sede ),2023-11-22,38.75367,-9.14508,"Praça de Alvalade, n.º 7 - 9º Piso",1700-036,Lisboa,POINT (-9.145080000000007 38.75367)
L190662,Hotel Sana Capitol,2024-01-16,38.7279365,-9.147593,Largo de Andaluz nº3,1050-096,Lisboa,POINT (-9.147592999999972 38.7279365)
L190691,PSP - Direcção Nacional da PSP ( Rua José Estevão ),2024-01-16,38.7314092,-9.1378056,"Rua José Estevão, nº 135",1000-018,Lisboa,POINT (-9.137805599999979 38.73140919999997)
L190754,Cruz Vermelha Portuguesa,2024-01-16,38.7161468,-9.161892,"Jardim 9 de Abril, 1 a 5",1249-083,Lisboa,POINT (-9.161892000000023 38.71614679999999)
L190758,IAPMEI - Paços Lumiar edif.A,2024-01-16,38.7720778,-9.1788052,"EST Paço do Lumiar, Campus  Lumiar Edif. A",1649-038,Lisboa,POINT (-9.1788052 38.77207779999998)
L190764,"Ricoh - Adelaide Nikolic, Unipessoal Lda",2024-01-16,38.735337,-9.13902,Avenida Rovisco Pais 14 A,1000-268,Lisboa,POINT (-9.139020000000016 38.735337000000015)
L190793,Kelly Services Portugal,2024-01-16,38.7215152,-9.1619073,Rua Joshua Benoliel 6 - 2º C,1070-133,Lisboa,POINT (-9.161907299999996 38.7215152)
L190795,AVE - SECIL,2024-01-16,38.724273,-9.159068,"Avenida Engenheiro Duarte Pacheco, 19",1070-100,Lisboa,POINT (-9.15906799999999 38.72427299999998)
L190801,Mapfre Asistencia S.A,2024-01-16,38.7380109,-9.1648725,"Av. José Malhoa 16 F - 7º, Ed. Europa",1070-159,Lisboa,POINT (-9.164872500000001 38.738010900000006)
L190809,EElec - Escola Art. Inst. Gregoriano Lisboa,2024-01-16,38.7489631,-9.1503436,"Avenida 5 de Outubro, n.º 258",1600-038,Lisboa,POINT (-9.150343599999985 38.748963100000026)
L190839,Electrão - Escritórios (Sede Restelo),2024-01-16,38.7076764,-9.2069887,R. Afonso Praça 6,1400-042,Lisboa,POINT (-9.20698870000001 38.707676400000025)
L190845,unilever,2024-01-16,38.724302,-9.16184,Largo Monterroio Mascarenhas,1099-081,Lisboa,POINT (-9.161839999999984 38.72430200000002)
L190852,EElec - Escola Artística António Arroio,2024-01-16,38.7362825,-9.1274744,Rua Coronel Ferreira do Amaral,1900-165,Lisboa,POINT (-9.127474399999983 38.736282500000016)
L190854,"Canon - Novobanco - (85000) - NBC/DRCR-DEP. RECUP. CRÉD. RETALHO (Rua Castilho, 26-5º Piso) LISBOA",2024-01-16,38.7216269,-9.1527791,"Rua Castilho, 26-5º Piso",1250-069,Lisboa,POINT (-9.152779099999975 38.72162689999999)
L190856,"Canon - DGRSP - Direcção-Geral de Reinserção e Serviços Prisionais (Avenida Almirante Reis, n.º 72) Lisboa",2024-01-16,38.7277251,-9.137076,"Avenida Almirante Reis, n.º 72",1150-020,Lisboa,POINT (-9.137075999999979 38.72772509999999)
L190858,Konica - Academia Inatel,2024-01-16,38.7521162,-9.138425,"Av. Rio de Janeiro, Parque de Jogos 1º de Maio",1700-330,Lisboa,POINT (-9.138424999999984 38.75211619999999)
L190869,Leonteq Securities - Sucursal em Portugal,2024-01-16,38.7201353,-9.1488466,"Rua Castilho 2, 2-4º andar",1250-069,Lisboa,POINT (-9.148846600000013 38.72013529999998)
L190949,Unidade Militar Laboratorial de Defesa Biológica e Química ( edifício do Laboratório Nacional do Medicamento),2024-01-17,38.7786368,-9.114174,Av Dr Alfredo Bensaúde 8A,1849-012,Lisboa,POINT (-9.114173999999991 38.778636800000015)
L190953,EElec - ES Rainha D. Amélia,2024-01-17,38.7020845,-9.1886061,R. Jau 11,1349-002,Lisboa,POINT (-9.188606100000015 38.70208450000001)
L190959,"Nintendo Ibérica, S.A. - Sucursal em Portugal",2024-01-17,38.7642878,-9.0987674,"Av. D. João II, 9i, Torre B, Piso 5C",1990-077,Lisboa,POINT (-9.098767399999986 38.76428779999998)
L190965,SCML - Residência Santa Rita de Cássia,2024-01-17,38.7570054,-9.166286,Av Gen Norton de Matos 31A Qta Barros 1600-104 Lx,1600-104,Lisboa,POINT (-9.166286000000014 38.757005400000025)
L190970,Konica - Secil Escritório Amoreiras,2024-01-17,38.7244727,-9.1590408,"Av. Eng. Duarte Pacheco, 19 - 7º",1070-100,Lisboa,POINT (-9.159040800000014 38.72447269999998)
L190986,Konica - Staples FCUL,2024-01-17,38.7561964,-9.1569144,"Campo Grande, Edifício C5, piso 2",1749-016,Lisboa,POINT (-9.156914400000005 38.75619640000002)
L190996,Ricoh - NH Collection Lisboa Liberdade,2024-01-17,38.7210476,-9.1448687,Avenida da Liberdade nº 180-B,1250-146,Lisboa,POINT (-9.144868700000018 38.72104760000002)
L191022,Linde Saúde - Cabo Ruivo,2024-01-17,38.7618472,-9.103179,"Av. Inf. D. Henrique, Lt. 21/24",1800-217,Lisboa,POINT (-9.103179000000011 38.76184719999998)
L191038,"Águas do Tejo Atlântico, S.A.",2024-01-17,38.7188701,-9.1744795,"Fábrica de Água de Alcântara, Avenida de Ceuta",1300-254,Lisboa,POINT (-9.174479500000018 38.718870100000004)
L191050,GIRA – Grupo de Intervenção e Reabilitação Activa,2024-01-17,38.725059,-9.143789,"Rua Luciano Cordeiro, nº 34, 1º",1150-216,Lisboa,POINT (-9.143789000000027 38.72505899999999)
L191057,"Engie Soluções de Energia, SA",2024-01-17,38.7048189,-9.1729958,"Rua do Arco a Alcântara, 44",1350-021,Lisboa,POINT (-9.172995800000024 38.70481890000002)
L191060,Canon - INST.MOB.TRANS.TERRESTRES I.P. - DRMT Lisboa Vale Tejo LC-Atend.Mesa 11/12/13,2024-01-17,38.7325837,-9.1477505,Rua Engenheiro Vieira da Silva 31,1050-105,Lisboa,POINT (-9.147750499999972 38.73258370000002)
L191065,Zona Optica,2024-01-17,38.7756042,-9.0975927,Av. Dom João II Edifício Panoramic 57h- Loja 1 R/C,1990-086,Lisboa,POINT (-9.097592700000007 38.775604199999975)
L191072,Autoridade Tributária e Aduaneira (SF Lisboa 9),2024-01-17,38.759246,-9.113389,R. Luiz Pacheco,1950-252,Lisboa,POINT (-9.113388999999984 38.75924600000002)
L191163,Porta-a-porta - Lisboa - Santa Maria Maior,2024-01-18,38.7114456,-9.1361216,R. dos Fanqueiros 170,1100-232,Lisboa,POINT (-9.136121600000024 38.71144559999999)
L191166,Junta Freguesia do Parque das Nações,2024-01-18,38.762038,-9.096747,Alameda dos Oceanos 37B,1990-203,Lisboa,POINT (-9.096746999999993 38.76203800000002)
L191176,SCML - UDIP Alameda/UDIP Madredeus,2024-01-18,38.7365773,-9.1337749,"Avenida Almirante Reis, 186, 1º E 4º",1000-054,Lisboa,POINT (-9.133774899999992 38.73657730000002)
L191178,I.E.M.A. LDA,2024-01-18,38.7725538,-9.159436,Rua Leopoldo de Almeida 8A 1º,1750-138,Lisboa,POINT (-9.159436000000028 38.772553800000026)
L191185,"CGITI Portugal, SA ( Oriente )",2024-01-18,38.7662342,-9.1045006,Av. infante D. Henrique 343 2º,1800-218,Lisboa,POINT (-9.104500599999994 38.766234199999985)
L191282,EElec - EB Francisco de Arruda,2024-01-22,38.7068636,-9.1874795,"Calçada da Tapada, 152",1349-048,Lisboa,POINT (-9.187479499999995 38.70686360000002)
L191286,Garagem Condestável,2024-01-22,38.7164528,-9.168949,Rua padre francisco n.20,1350-226,Lisboa,POINT (-9.168948999999998 38.71645280000001)
L191287,Espaçoteis Imobiliários Turísticos SA ( Radisson Blu Hotel ),2024-01-22,38.7601154,-9.1536511,"Av. Marechal Craveiro Lopes, 390",1749-009,Lisboa,POINT (-9.15365109999999 38.76011540000002)
L191294,Infraestruturas de Portugal - Santa Apolónia,2024-01-22,38.724396,-9.113693,Rua de Madredeus,1900-312,Lisboa,POINT (-9.113693000000012 38.72439600000001)
L195767,Hotel Haws Lisboa,2024-04-12,38.7226164,-9.1334622,"R Andrade, 10-12",1170-015,Lisboa,POINT (-9.133462199999997 38.72261639999999)
L195785,ALE-HOP Campo Pequeno,2024-04-12,38.7427159,-9.1450501,Centro de Lazer do Campo Pequeno loja 1.04/1.05,1000-082,Lisboa,POINT (-9.145050099999992 38.74271590000001)
L195841,ALE-HOP Rua do Carmo,2024-04-15,38.7122772,-9.1395731,"Rua do Carmo, 68 a 72",1200-094,Lisboa,POINT (-9.139573100000007 38.71227720000002)
L195842,ALE-HOP Belém,2024-04-15,38.6976095,-9.202807,"Rua de Belém, 72",1300-086,Lisboa,POINT (-9.202807000000007 38.6976095)
L195845,ALE-HOP Aeroporto de Lisboa,2024-04-15,38.7707167,-9.1292705,"Aeroporto Lisboa T1Espaço ALS, N5",1700-111,Lisboa,POINT (-9.129270500000018 38.77071669999998)
L196131,EElec - Colégio do Bom Sucesso,2024-04-15,38.6952781,-9.2116388,"Rua Bartolomeu Dias, 53",1400-026,Lisboa,POINT (-9.211638800000003 38.695278099999996)
L196291,Canon - Novobanco - Rua Duque de Palmela 25 B - Lisboa,2024-04-16,38.7235749,-9.1529359,Rua Duque de Palmela 25 B,1250-097,Lisboa,POINT (-9.152935899999989 38.72357490000002)
L196292,FCC Construcción S.A ( Pedreira do Alvito ),2024-04-16,38.7090239,-9.1806957,Rua Professor Vieira Natividade,1300-542,Lisboa,POINT (-9.180695700000001 38.70902389999998)
L196293,Konica - Un. Nova de Lisboa – NovaLaw / Direito,2024-04-16,38.7334727,-9.1613526,"Campus de Campolide, Ed. Fac. Direito. 18",1099-032,Lisboa,POINT (-9.161352599999987 38.73347269999999)
L196301,"Martins Rodrigues,Sabino & Ass. Soc. Adv., SP, RL",2024-04-16,38.7503594,-9.1727446,"Rua do Cais das Naus, nº 4 A - Parque das Nações,",1990-304,Lisboa,POINT (-9.172744599999987 38.75035939999998)
L196522,Konica - Prio Av Roma,2024-04-17,38.8105749,-9.1565465,"Transversal à, Rua Frei Amador Arrais, Av. de Roma",1700-220,Lisboa,POINT (-9.15654649999999 38.810574900000006)
L196541,Konica - Reagro Lisboa,2024-04-17,38.7370944,-9.1459626,"Av. da República 35, 1º",1050-186,Lisboa,POINT (-9.145962600000018 38.73709439999999)
L196542,Konica - Docapesca Portos e Lotas,2024-04-17,38.6960338,-9.2250295,"Av. Brasília, porta ES7,",1400-298,Lisboa,POINT (-9.225029500000005 38.69603380000001)
L196543,Multimac - Lisboa (Novas Instalações),2024-04-17,38.7815187,-9.158701,"Azinhaga da Cidade, 60B",1750-065,Lisboa,POINT (-9.158701000000008 38.78151869999999)
L196560,"Canon - Direção-Geral da Política de Justiça (Av. Dom João II, n.º 1.08.01 E, Edifício H, 3ºPiso – Ala Terra ( Divisão Geral dos Recursos Materiais e Financeiros)",2024-04-17,38.765985,-9.098307,"Av. D. João II,1.08.01 E,Ed. H, 3ºPiso – Ala Terra",1990-221,Lisboa,POINT (-9.098306999999977 38.765985)
L196562,SCML - Serviço  Odontopediátrico de Lisboa (SOL),2024-04-17,38.7382812,-9.1339178,"Avenida Almirante Reis, 249 Lj",1000-049,Lisboa,POINT (-9.133917800000006 38.73828120000002)
L196565,Konica - Prio Alta de Lisboa - Eixo Norte Sul,2024-04-17,38.7885877,-9.1464578,Urbanização Alto do Lumiar Lote 29 1,1750-114,Lisboa,POINT (-9.146457800000007 38.788587699999994)
L236566,Colégio São João de Brito,2026-04-17,38.77426,-9.15841,"Estrada da Torre,",1769-004,Lisboa,POINT (-9.158410000000003 38.77426000000003)
ELE05743,REE Gastrendus,2021-05-22,38.72347,-9.14915,"Av. da Liberdade, 245 3ºD - E",1250-143,LISBOA,POINT (-9.14915000000002 38.72347000000002)
ELE01486,REE Konica - Medway (MSC),2021-05-22,38.744154,-9.146974,"Avenida da Republica, 66",1050-197,LISBOA,POINT (-9.146974 38.74415399999998)
ELE01489,REE EElec - Escola de Música do Conservatório Nacional,2021-05-22,38.71242,-9.146426,"Rua dos Caetanos, 29",1249-115,LISBOA,POINT (-9.14642600000002 38.71242000000001)
ELE01490,REE Ricoh - Gestão Admin. e Financ. MNE,2021-05-22,38.706639,-9.171073,"Largo dos Rilvas,  Instituto Diplomático",1399-030,LISBOA,POINT (-9.171072999999978 38.706638999999996)
ELE01491,REE Assembleia da República,2021-05-22,38.710153,-9.153326,"Av. D. Carlos I, 128",1200-651,LISBOA,POINT (-9.153325999999993 38.71015299999999)
ELE00841,REE Brandcom - Sede da Cushman & Wakefield,2021-05-22,38.718907,-9.145175,"Av. da Liberdade, 131",1250-140,LISBOA,POINT (-9.145174999999995 38.718907)
ELE01155,REE LBV - Lisboa,2021-05-22,38.755601,-9.149934,Av. do Brasil 33A,1700-062,Lisboa,POINT (-9.149933999999973 38.75560100000001)
ELE04584,REE Ciência Viva - Lisboa,2021-05-22,38.762788,-9.095561,"Largo Jose Mariano Gago, 1-Pav.Conhecimento",1990-073,LISBOA,POINT (-9.095560999999975 38.762788)
L139782,REE - CML- PP - Tv. Fornos 9,2021-07-02,38.7064057,-9.1895797,"Travessa dos Fornos, 9",1300-258,Lisboa,POINT (-9.189579700000024 38.706405700000005)
L139850,"REE CML - PP - Calçada da Tapada, 29",2021-07-05,38.7065788,-9.1771609,"Calçada da Tapada, 29",1300-544,Lisboa,POINT (-9.17716089999999 38.70657879999999)
L139852,"REE CML - PP - R Alto do Duque, 4",2021-07-05,38.7004266,-9.2252537,"Rua do Alto do Duque, 4 2º Direito",1400-010,Lisboa,POINT (-9.225253699999996 38.700426600000014)
L140781,Multimac - Estrela do Norte,2021-07-26,38.8892108,-9.1886585,"Rua Nossa Senhora Livramento, 133",2670-770,Lisboa,POINT (-9.188658499999974 38.8892108)
L142532,"CML - PP - Rua 8, 16",2021-09-02,38.7002146,-9.2055614,"Rua 8, 16",1400-258,Lisboa,POINT (-9.205561400000022 38.70021459999998)
ELE02878,REE AHBV - Lisboa,2021-05-22,38.710118,-9.14351,"Rua das Flores, 99",1200-194,LISBOA,POINT (-9.143509999999992 38.71011800000002)
ELE01434,REE Ricoh - Servier,2021-05-22,38.73372,-9.153206,"Av. António Augusto Aguiar, nº128 - 3º Andar",1069-133,LISBOA,POINT (-9.153206000000011 38.733720000000005)
ELE01436,REE Konica - Uría Menéndez,2021-05-22,38.726008,-9.149296,"Ed. Rodrigo Uría - Praça Marquês de Pombal, 12",1250-162,LISBOA,POINT (-9.149295999999993 38.72600799999998)
ELE01438,REE Ricoh - Hi Fly,2021-05-22,38.731301,-9.147444,"Rua Latino Coelho, nº1 Lote A3 Ed. Hi Fly",1050-132,LISBOA,POINT (-9.147444000000007 38.731300999999974)
ELE01441,REE Academia Militar - Lisboa,2021-05-22,38.726068,-9.139044,Rua Gomes Freire,1169-203,LISBOA,POINT (-9.139044000000013 38.726068)
ELE01450,REE Canon - AMT (DARCG) Lisboa,2021-05-22,38.718715,-9.118201,"Palácio Coimbra, Rua de Santa Apolónia, 53",1100-468,LISBOA,POINT (-9.118201 38.718714999999975)
ELE01452,REE Canon - CEPSA - Lisboa,2021-05-22,38.739553,-9.166577,"Cepsa - Av. Columbano Bordalo Pinheiro, 108 – 3º",1070-067,LISBOA,POINT (-9.166577000000018 38.739553)
ELE01453,REE Canon - AFAVIAS,2021-05-22,38.762307,-9.098189,"AVENIDA DOM JOÃO II, nº 25, 2º PISO",1990-079,LISBOA,POINT (-9.09818899999999 38.76230700000002)
ELE01454,REE Canon - Metropolitano Lisboa (Ed. Administrativo),2021-05-22,38.761475,-9.191779,Ed. Administrativo - DCH - Estrada da Pontinha,1600-582,LISBOA,POINT (-9.191778999999997 38.76147500000002)
ELE01483,REE Carrier - Bial Lumiar,2021-05-22,38.771959,-9.180699,Estrada Paço do Lumiar Campus do Lumiar Ed. O,1649-038,LISBOA,POINT (-9.180699000000004 38.77195899999998)
ELE01492,REE Cais Trigo - Lux Frágil,2021-05-22,38.714913,-9.120651,"Av. Inf. D. Henrique, Arm. A, Cais da Pedra",1950-377,LISBOA,POINT (-9.12065100000001 38.714913000000024)
ELE01464,REE Canon - DGAJ Lisboa,2021-05-22,38.774624,-9.096782,"Av. D. João II, Edifício H, 9º a 14º",1990-097,LISBOA,POINT (-9.096782000000019 38.77462400000002)
ELE00100,REE Altis Avenida,2021-05-22,38.715089,-9.140766,"Hotel Altis Avenida – Rua 1º de Dezembro , nº120",1200-360,LISBOA,POINT (-9.140765999999985 38.71508899999998)
ELE00102,REE Altis Grand Hotel,2021-05-22,38.720756,-9.149917,"Rua castilho , 11",1269-072,LISBOA,POINT (-9.149917000000016 38.720755999999994)
ELE00103,REE Altis Suites,2021-05-22,38.720965,-9.150104,"Hotel Altis Suites – Rua Castilho, 13",1250-096,LISBOA,POINT (-9.150103999999999 38.72096499999998)
ELE00224,REE LNEC - Lisboa,2021-05-22,38.758721,-9.141162,"Av. do Brasil, 101",1700-066,Lisboa,POINT (-9.141162000000008 38.75872099999998)
ELE00237,REE UL Estádio de Honra,2021-05-22,38.751944,-9.162531,Av. Prof. Egas Moniz,1600-190,LISBOA,POINT (-9.162531000000001 38.75194399999998)
ELE00239,REE UL Museus da Politécnica,2021-05-22,38.717724,-9.150823,Rua da Escola Politécnica 56-58,1250-102,LISBOA,POINT (-9.150823000000003 38.717723999999976)
ELE00272,REE CML - RSB - Quartel da Encarnação (Interno),2021-05-22,38.769968,-9.123319,Av. Berlim,1800-111,LISBOA,POINT (-9.12331899999998 38.769968000000006)
ELE00273,REE CML - DMHU - Complexo de Marvila (Interno),2021-05-22,38.740788,-9.105917,Rua de Marvila 59,1950-200,LISBOA,POINT (-9.105916999999977 38.74078800000001)
ELE00275,REE CML - DMPO (Direção Municipal de Projetos e Obras) (Interno),2021-05-22,38.749053,-9.149857,"Campo Grande, 13",1700-087,LISBOA,POINT (-9.149856999999997 38.749053)
ELE00276,REE CML - DMAEVCE - DGC - Cemitério de Carnide (Interno),2021-05-22,38.703949,-9.173294,"Avenida 24 de Julho, 171 C",1399-021,LISBOA,POINT (-9.173293999999999 38.70394900000002)
ELE00277,REE CML - Divisão de Imprensa Municipal (Interno),2021-05-22,38.729874,-9.116007,"Estrada de Chelas, 101",1900-148,LISBOA,POINT (-9.116007000000025 38.729873999999995)
ELE00278,REE CML - DMHU Complexo Boavista - Departamento de Cultura (Interno),2021-05-22,38.708584,-9.147982,"Rua do Boavista, 9",1200-066,LISBOA,POINT (-9.147982000000013 38.70858399999997)
ELE00279,REE CML - DMPO Edifício Bela Flôr (Interno),2021-05-22,38.749053,-9.149857,"Campo Grande, 13",1700-087,LISBOA,POINT (-9.149856999999997 38.749053)
ELE00281,REE CML - Espaço Monsanto  (Interno),2021-05-22,38.726474,-9.196792,Parque Florestal de Monsanto - Cruz das Oliveiras,1500-215,LISBOA,POINT (-9.196792000000016 38.726473999999996)
ELE00282,REE CML - DHU - Parque de Apoio à Recolha do Parque das Nações,2021-05-22,38.788787,-9.094322,Rua Chen He,1990-513,LISBOA,POINT (-9.094321999999977 38.78878700000001)
ELE00283,REE CML - PM/Protecção Civil (Interno),2021-05-22,38.73598,-9.162836,Rua Cardeal Saraiva,1070-075,LISBOA,POINT (-9.162836000000027 38.735979999999984)
ELE00284,REE CML - Refeitório dos Olivais - Complexo dos Olivais 2 (Interno),2021-05-22,38.770648,-9.105005,"Av. Infante Dom Henrique, Lote 1",1800-919,LISBOA,POINT (-9.105005000000006 38.770647999999994)
ELE00285,REE CML - RSB - 2ª Comp - Quartel de Monsanto (Interno),2021-05-22,38.72635,-9.197349,Estrada das Oliveiras de Baixo,1500-215,LISBOA,POINT (-9.197348999999974 38.726350000000025)
ELE00286,REE CML - RSB - 2ª Comp - Quartel Santo Amaro (Interno),2021-05-22,38.703404,-9.184836,"R. Filinto Elísio, 31",1300-245,LISBOA,POINT (-9.184836000000018 38.70340399999998)
ELE00287,REE CML - RSB - 3ª Comp - Quartel de Alvalade (Interno),2021-05-22,38.756616,-9.14032,Avenida Rio de Janeiro,1700-331,LISBOA,POINT (-9.140319999999974 38.75661600000001)
ELE00288,REE CML - RSB - 4ª Comp - Quartel da Graça (Interno),2021-05-22,38.716992,-9.129527,Largo da Graça,1170-165,LISBOA,POINT (-9.129526999999996 38.716992000000005)
ELE00289,REE CML - RSB - 4ª Comp - Quartel Defensores de Chaves (Interno),2021-05-22,38.733282,-9.142753,"Av. Denfensores de Chaves, 10C",1000-117,LISBOA,POINT (-9.142753000000027 38.733281999999974)
ELE00290,REE CML - RSB - Escola de Bombeiros (Interno),2021-05-22,38.752307,-9.105498,Rua Doutor José Espírito Santo,1900-672,Lisboa,POINT (-9.105498000000011 38.75230699999997)
ELE00291,REE CML - RSB - Quartel de Benfica (Interno),2021-05-22,38.750195,-9.196412,"Estrada de Benfica, 553",1500-328,LISBOA,POINT (-9.19641200000001 38.75019500000002)
